Artist,Album,Song,Year,Lyrics
The National,High Violet,Terrible Love,0,"<div class=""lyrics"">
<!--sse-->
<p>It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
This quiet company<br/>
This quiet company<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
This quiet company<br/>
This quiet company<br/>
This quiet company<br/>
<br/>
And I can't fall asleep<br/>
Without a little help<br/>
It takes a while to settle down<br/>
My shivered bones<br/>
Until the panic's out<br/>
<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break<br/>
Company<br/>
This quiet company<br/>
This quiet company<br/>
<br/>
But I won't follow you<br/>
Into the rabbit hole<br/>
I said I would but then I saw<br/>
Your shivered bones<br/>
They didn't want me to<br/>
<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
It's a terrible love and I'm walking with spiders<br/>
It's a terrible love and I'm walking in<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break<br/>
It takes an ocean not to break</p>
<!--/sse-->
</div>"
The National,High Violet,Sorrow,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Sorrow found me when I was young<br/>
Sorrow waited, sorrow won<br/>
Sorrow, they put me on the pill<br/>
It's in my honey, it's in my milk<br/>
<br/>
[Chorus]<br/>
Don't leave my hyper heart alone on the water<br/>
Cover me in rag and bone sympathy<br/>
Cause I don't wanna get over you<br/>
I don't wanna get over you<br/>
<br/>
[Verse 2]<br/>
Sorrow's my body on the waves<br/>
Sorrow's a girl inside my cake<br/>
I live in a city sorrow built<br/>
It's in my honey, it's in my milk<br/>
<br/>
[Chorus]<br/>
Don't leave my hyper heart alone on the water<br/>
Cover me in rag and bone sympathy<br/>
Cause I don't wanna get over you<br/>
I don't wanna get over you<br/>
<br/>
Don't leave my hyper heart alone on the water<br/>
Cover me in rag and bone sympathy<br/>
Cause I don't wanna get over you<br/>
I don't wanna get over you</p>
<!--/sse-->
</div>"
The National,High Violet,Anyones Ghost,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Say you stayed at home<br/>
Alone with the flu<br/>
Find out from friends<br/>
That wasn't true<br/>
Go out at night with your headphones on, again<br/>
And walk through the Manhattan valleys of the dead<br/>
<br/>
[Hook]<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
<br/>
[Refrain]<br/>
But I don't want anybody else<br/>
I don't want anybody else<br/>
<br/>
[Verse 2]<br/>
You said I came close<br/>
As anyone's come<br/>
To live underwater<br/>
For more than a month<br/>
You said it was night inside my heart, it was<br/>
You said it should tear a kid apart, it does<br/>
<br/>
[Hook]<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
<br/>
[Refrain]<br/>
But I don't want anybody else<br/>
I don't want anybody else<br/>
I don't want anybody else<br/>
I don't want anybody else<br/>
<br/>
[Bridge]<br/>
I had a hole in the middle where the lightning went through<br/>
I told my friends not to worry<br/>
I had a hole in the middle someone's sideshow to do<br/>
I told my friends not to worry<br/>
<br/>
[Hook]<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost<br/>
Didn't want to be your ghost<br/>
Didn't want to be anyone's ghost</p>
<!--/sse-->
</div>"
The National,High Violet,Little Faith,0,"<div class=""lyrics"">
<!--sse-->
<p>Little faith, follow me<br/>
I set a fire in a blackberry field<br/>
Make us laugh, or nothing will<br/>
I set a fire just to see what it kills<br/>
<br/>
Now I'm stuck in New York<br/>
And the rain's coming down<br/>
I don't feel like we'll go anywhere<br/>
Stuck in New York<br/>
And the rain's coming down<br/>
Still in line for the Vanity Fair<br/>
<br/>
Leave our red Southern souls<br/>
Head for the coast<br/>
Leave our red Southern souls<br/>
Everything goes<br/>
<br/>
All our lonely kicks are getting harder to find<br/>
We'll play nuns versus priests until somebody cries<br/>
All our lonely kicks that make us saintly and thin<br/>
We'll play nuns versus priests until somebody wins<br/>
<br/>
Awesome prince, get your sleep<br/>
Lose your heart in history<br/>
Make us laugh or nothing will<br/>
I set a fire just to see what it kills<br/>
<br/>
Don't be bitter, Anna<br/>
I know how you think<br/>
You're waiting for Radio City to sink<br/>
You'll find commiseration in everyone's eyes<br/>
The storm will suck the pretty girls into the sky<br/>
<br/>
All our lonely kicks are getting harder to find<br/>
We'll play nuns versus priests until somebody cries<br/>
All our lonely kicks that make us saintly and thin<br/>
We'll play nuns versus priests until somebody wins<br/>
<br/>
Leave our red Southern souls<br/>
Head for the coast<br/>
Leave our red Southern souls<br/>
Everything goes</p>
<!--/sse-->
</div>"
The National,High Violet,Afraid Of Everyone,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Venom radio and<br/>
Venom television<br/>
I'm afraid of everyone<br/>
I'm afraid of everyone<br/>
Lay the young blue bodies<br/>
With the old red bodies<br/>
I'm afraid of everyone<br/>
I'm afraid of everyone<br/>
<br/>
[Hook]<br/>
With my kid on my shoulders I try<br/>
Not to hurt anybody I like<br/>
But I don't have the drugs to sort<br/>
I don't have the drugs to sort it out<br/>
Sort it out<br/>
<br/>
[Verse 2]<br/>
I defend my family<br/>
With my orange umbrella<br/>
I'm afraid of everyone<br/>
I'm afraid of everyone<br/>
With my shining new star<br/>
Spangled tennis shoes on<br/>
I'm afraid of everyone<br/>
I'm afraid of everyone<br/>
<br/>
[Hook]<br/>
With my kid on my shoulders I try<br/>
Not to hurt anybody I like<br/>
But I don't have the drugs to sort<br/>
I don't have the drugs to sort it out<br/>
Sort it out<br/>
I don't have the drugs to sort<br/>
I don't have the drugs to sort it out<br/>
Sort it out<br/>
<br/>
[Outro]<br/>
Yellow voices swallowing my soul, soul, soul<br/>
Yellow voices swallowing my soul, soul, soul<br/>
Yellow voices swallowing my soul, soul, soul<br/>
Yellow voices swallowing my soul, soul, soul<br/>
Yellow voices swallowing my soul, soul, soul<br/>
Yellow voices swallowing my soul, soul, soul<br/>
Yellow voices swallowing my soul, soul, soul, soul, soul, soul, soul, soul, soul, soul, soul, soul, soul, soul<br/>
<br/>
Yellow voices swallowing my soul, soul, soul, soul<br/>
Yellow voices swallowing my soul, soul, soul, soul<br/>
Yellow voices swallowing my soul, soul, soul, soul, soul, soul, soul, soul, soul, soul, soul</p>
<!--/sse-->
</div>"
The National,High Violet,Bloodbuzz Ohio,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Stand up straight at the foot of your love<br/>
I lift my shirt up<br/>
Stand up straight at the foot of your love<br/>
I lift my shirt up<br/>
<br/>
[Pre-Chorus]<br/>
I was carried to Ohio in a swarm of bees<br/>
I never married but Ohio don't remember me<br/>
<br/>
[Verse 2]<br/>
Lay my head on the hood of your car<br/>
I take it too far<br/>
Lay my head on the hood of your car<br/>
I take it too far<br/>
<br/>
[Chorus]<br/>
I still owe money to the money to the money I owe<br/>
I never thought about love when I thought about home<br/>
I still owe money to the money to the money I owe<br/>
The floors are falling down from everybody I know<br/>
<br/>
[Hook]<br/>
I'm on a blood buzz<br/>
Yes I am<br/>
I'm on a blood buzz<br/>
I'm on a blood buzz<br/>
God I am<br/>
I'm on a blood buzz<br/>
<br/>
[Pre-Chorus]<br/>
I was carried to Ohio in a swarm of bees<br/>
I never married but Ohio don't remember me<br/>
<br/>
[Chorus]<br/>
I still owe money to the money to the money I owe<br/>
I never thought about love when I thought about home<br/>
I still owe money to the money to the money I owe<br/>
The floors are falling down from everybody I know<br/>
<br/>
[Hook]<br/>
I'm on a blood buzz<br/>
Yes I am<br/>
I'm on a blood buzz<br/>
I'm on a blood buzz<br/>
God I am<br/>
I'm on a blood buzz</p>
<!--/sse-->
</div>"
The National,High Violet,Lemonworld,0,"<div class=""lyrics"">
<!--sse-->
<p>So happy I was invited<br/>
Gave me a reason to get out of the city<br/>
See you inside watching swarms on TV<br/>
Livin' and dyin' in New York, it means nothing to me<br/>
I gave my heart to the Army<br/>
The only sentimental thing I could think of<br/>
With cousins, and colours and somewhere overseas<br/>
But it'll take a better war to kill a college man like me<br/>
<br/>
I'm too tired to drive anywhere, anyway right now<br/>
Do you care if I stay?<br/>
You can put on your bathing suits<br/>
And I'll try to find somethin' on this thing that means nothin' enough<br/>
Losin' my breath, doo doo doo doo doo doo doo<br/>
Losin' my breath, doo doo doo doo doo doo doo<br/>
<br/>
You and your sister live in a Lemonworld<br/>
I want to sit in and die<br/>
You and your sister live in a Lemonworld<br/>
Doo doo doo doo doo doo doo doo<br/>
You and your sister live in a Lemonworld<br/>
I want to sit in and die<br/>
You and your sister live in a Lemonworld<br/>
Doo doo doo doo doo doo doo doo<br/>
<br/>
This pricey stuff makes me dizzy<br/>
I guess I've always been a delicate man<br/>
Takes me a day to remember a day<br/>
I didn't mean to let it get so far out of hand<br/>
I was a comfortable kid<br/>
But I don't think about it much anymore<br/>
Lay me on the table, put flowers in my mouth<br/>
And we can say that we invented a summer lovin' torture party<br/>
<br/>
I'm too tired to drive anywhere, anyway right now<br/>
Do you care if I stay?<br/>
You can put on your bathing suits<br/>
And I'll try to find something on this thing that means nothin' enough<br/>
<br/>
You and your sister live in a Lemonworld<br/>
I want to sit in and die<br/>
You and your sister live in a Lemonworld<br/>
Doo doo doo doo doo doo doo doo<br/>
You and your sister live in a Lemonworld<br/>
I want to sit in and die<br/>
You and your sister live in a Lemonworld<br/>
Doo doo doo doo doo doo doo doo<br/>
<br/>
Losin' my breath<br/>
Doo doo doo doo doo doo</p>
<!--/sse-->
</div>"
The National,High Violet,Runaway,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
There's no saving anything<br/>
Now we're swallowing the shine of the summer<br/>
There's no saving anything<br/>
How we swallow the sun<br/>
<br/>
[Pre-Chorus]<br/>
But I won't be no runaway<br/>
Cause I won't run<br/>
No I won't be no runaway<br/>
What makes you think I'm enjoying being led to the flood?<br/>
We got another thing coming undone<br/>
And its taking us over<br/>
<br/>
[Chorus]<br/>
We don't bleed when we don't fight<br/>
Go ahead, go ahead<br/>
Throw your arms in the air tonight<br/>
We don't bleed when we don't fight<br/>
Go ahead, go ahead<br/>
Lose our shirts in the fire tonight<br/>
What makes you think I'm enjoying being led to the flood?<br/>
We got another thing coming undone<br/>
<br/>
[Pre-Chorus]<br/>
But I won't be no runaway<br/>
Cause I won't run<br/>
No I won't be no runaway<br/>
Cause I won't run<br/>
No I won't be no runaway<br/>
What makes you think I'm enjoying being led to the flood?<br/>
We got another thing coming undone<br/>
And its taking us over<br/>
<br/>
[Chorus]<br/>
We don't bleed when we don't fight<br/>
Go ahead, go ahead<br/>
Throw your arms in the air tonight<br/>
We don't bleed when we don't fight<br/>
Go ahead, go ahead<br/>
Lose our shirts in the fire tonight<br/>
What makes you think I'm enjoying being led to the flood?<br/>
We got another thing coming undone<br/>
We got another thing coming undone<br/>
And it's taking forever<br/>
<br/>
[Verse 2]<br/>
I'll go braving everything<br/>
With you swallowing the shine of the summer<br/>
I'll go braving everything<br/>
Through the shine of the sun<br/>
<br/>
[Pre-Chorus]<br/>
But I won't be no runaway<br/>
Cause I won't run<br/>
No I won't be no runaway<br/>
Cause I won't run<br/>
No I won't be no runaway<br/>
What makes you think I'm enjoying being led to the flood?<br/>
We got another thing coming undone<br/>
And its taking us over<br/>
<br/>
[Chorus]<br/>
We don't bleed when we don't fight<br/>
Go ahead, go ahead<br/>
Throw your arms in the air tonight<br/>
We don't bleed when we don't fight<br/>
Go ahead, go ahead<br/>
Lose our shirts in the fire tonight<br/>
What makes you think I'm enjoying being led to the flood?<br/>
We got another thing coming undone<br/>
We got another thing coming undone<br/>
And it's taking us over<br/>
And it's taking forever</p>
<!--/sse-->
</div>"
The National,High Violet,Conversation 16,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
I think the kids are in trouble<br/>
I do not know what all the troubles are for<br/>
Give them ice for their fevers<br/>
You're the only thing I ever want anymore<br/>
Live on coffee and flowers<br/>
And try not to wonder what the weather will be<br/>
I figured out what we're missing<br/>
I tell you miserable things after you are asleep<br/>
<br/>
[Chorus]<br/>
Now we'll leave the Silver City<br/>
'Cause all the silver girls<br/>
Gave us black dreams<br/>
Leave the Silver City<br/>
To all the silver girls<br/>
Everything means everything<br/>
<br/>
[Verse 2]<br/>
It's a Hollywood summer<br/>
You'll never believe the shitty thoughts I think<br/>
Meet our friends out for dinner<br/>
When I said what I said, I didn't mean anything<br/>
We belong in a movie<br/>
Try to hold it together until our friends are gone<br/>
We should swim in a fountain<br/>
Do not want to disappoint anyone<br/>
<br/>
[Chorus]<br/>
Now we'll leave the Silver City<br/>
'Cause all the silver girls<br/>
Gave us black dreams<br/>
Leave the Silver City<br/>
To all the silver girls<br/>
Everything means everything<br/>
<br/>
[Bridge]<br/>
I was afraid<br/>
I'd eat your brains<br/>
I was afraid<br/>
I'd eat your brains<br/>
'Cause I'm evil<br/>
'Cause I'm evil<br/>
<br/>
[Verse 3]<br/>
I'm a confident liar<br/>
Have my head in the oven so you'll know where I'll be<br/>
I try to be more romantic<br/>
I want to believe in everything you believe<br/>
If I was less than amazing<br/>
I do not know what all the troubles are for<br/>
Fall asleep in your branches<br/>
You're the only thing I ever want anymore<br/>
<br/>
[Chorus]<br/>
Now we'll leave the Silver City<br/>
'Cause all the silver girls<br/>
Gave us black dreams<br/>
Leave the Silver City<br/>
To all the silver girls<br/>
Everything means everything<br/>
<br/>
[Bridge]<br/>
I was afraid<br/>
I'd eat your brains<br/>
I was afraid<br/>
I'd eat your brains<br/>
'Cause I'm evil<br/>
'Cause I'm evil<br/>
'Cause I'm evil</p>
<!--/sse-->
</div>"
The National,High Violet,England,0,"<div class=""lyrics"">
<!--sse-->
<p>[Verse 1]<br/>
Someone send a runner<br/>
Through the weather that I'm under<br/>
For the feeling that I lost today?<br/>
Someone send a runner<br/>
For the feeling that I lost today?<br/>
<br/>
[Verse 2]<br/>
Someone send a runner<br/>
Through the weather that I'm under<br/>
For the feeling that I lost today?<br/>
Can someone send a runner<br/>
For the feeling that I lost today?<br/>
<br/>
[Pre-Chorus]<br/>
You must be somewhere in London<br/>
You must be loving your life in the rain<br/>
You must be somewhere in London<br/>
Walking Abbey Lane<br/>
<br/>
I don't even think to make<br/>
I don't even think to make<br/>
I don't even think to make corrections<br/>
<br/>
[Chorus]<br/>
Famous angels never come through England<br/>
England gets the ones you never need<br/>
I'm in a Los Angeles cathedral<br/>
Minor singin' airheads sing for me<br/>
<br/>
[Verse 3]<br/>
Put an ocean and a river between everybody else<br/>
Between everything, yourself and home<br/>
Put an ocean and a river<br/>
Between everything, yourself and home<br/>
<br/>
[Pre-Chorus]<br/>
You must be somewhere in London<br/>
You must be loving your life in the rain<br/>
You must be somewhere in London<br/>
Walking Abbey Lane<br/>
<br/>
I don't even think to make<br/>
I don't even think to make<br/>
I don't even think to make corrections<br/>
<br/>
[Chorus]<br/>
Famous angels never come through England<br/>
England gets the ones you never need<br/>
I'm in a Los Angeles cathedral<br/>
Minor singin' airheads sing for me<br/>
<br/>
[Outro]<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, 'cause they're desperate to entertain<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, 'cause they're desperate to entertain<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, 'cause they're desperate to entertain<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, cause they're desperate to entertain<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, stay the night with the sinners<br/>
Afraid of the house, 'cause they're desperate to entertain</p>
<!--/sse-->
</div>"
